UNIT_NUMBER,S1,S2,S3,S4,S5
1,518.67,643.01,1585.78,1413.25,14.62
1,518.67,643.19,1596.06,1405.76,14.62
1,518.67,642.45,1592.64,1410.11,14.62
1,518.67,642.85,1583.62,1402.67,14.62
1,518.67,642.45,1585.55,1406.83,14.62
1,518.67,642.84,1584.72,1404.39,14.62
1,518.67,642.43,1594.69,1405.15,14.62
1,518.67,642.79,1589.82,1413.34,14.62
1,518.67,643.11,1592.28,1412.6,14.62
1,518.67,643.05,1590.89,1408.36,14.62
1,518.67,642.39,1590.02,1415.25,14.62
1,518.67,642.51,1595.29,1413.42,14.62
1,518.67,642.77,1593.1,1404.21,14.62
1,518.67,643.09,1591.89,1405.76,14.62
1,518.67,642.95,1594.92,1409.63,14.62
1,518.67,642.72,1586.75,1408.82,14.62
1,518.67,642.25,1594.85,1409.96,14.62
1,518.67,643.02,1590.03,1411.89,14.62
1,518.67,642.9,1592.78,1410.7,14.62
1,518.67,643.06,1589.01,1409.22,14.62
1,518.67,642.82,1592.39,1411.94,14.62
1,518.67,642.67,1598.6,1420.83,14.62
1,518.67,642.99,1589.17,1414.56,14.62
1,518.67,642.81,1597.03,1416.07,14.62
1,518.67,642.83,1590.4,1414.89,14.62
1,518.67,643.04,1585.61,1421.23,14.62
1,518.67,642.2,1598.04,1412.47,14.62
1,518.67,642.88,1596.82,1410.09,14.62
1,518.67,642.89,1589.54,1420.37,14.62
1,518.67,643.45,1590.65,1418.08,14.62
1,518.67,643,1594.2,1417.31,14.62
1,518.67,643.15,1592.22,1423.48,14.62
1,518.67,642.85,1600.54,1421.09,14.62
1,518.67,643.17,1598.96,1416.76,14.62
1,518.67,642.76,1597.03,1408.09,14.62
1,518.67,643.34,1596.72,1422.37,14.62
1,518.67,643.02,1593.83,1414.72,14.62
1,518.67,642.68,1591.19,1415.7,14.62
1,518.67,643.2,1590.16,1418.05,14.62
1,518.67,642.92,1592.71,1417.41,14.62
1,518.67,643.26,1592.06,1414.99,14.62
1,518.67,643.33,1591.71,1413.73,14.62
1,518.67,642.97,1590.69,1425.27,14.62
1,518.67,642.64,1599.81,1422.58,14.62
1,518.67,643.61,1603.29,1422.52,14.62
1,518.67,642.86,1592.27,1422.73,14.62
1,518.67,643.79,1602.02,1423.99,14.62
1,518.67,643.38,1605.33,1424.65,14.62
1,518.67,642.86,1592.56,1429.45,14.62
1,518.67,643.58,1599.87,1417.14,14.62
1,518.67,643.44,1596.71,1420.64,14.62
1,518.67,644.21,1602.08,1426.62,14.62
1,518.67,643.24,1597.23,1419.03,14.62
1,518.67,644.07,1605.44,1432.52,14.62
1,518.67,643.8,1603.46,1424.4,14.62
1,518.67,643.51,1595.16,1426.3,14.62
1,518.67,643.32,1592.1,1427.27,14.62
1,518.67,643.75,1602.38,1422.78,14.62
1,518.67,644.18,1596.17,1428.01,14.62
1,518.67,643.64,1599.22,1425.95,14.62
1,518.67,643.34,1602.36,1425.77,14.62
1,518.67,643.54,1601.41,1427.2,14.62
