UNIT_NUMBER,S1,S2,S3,S4,S5
5,518.67,642.57,1584.87,1402.45,14.62
5,518.67,641.78,1580.36,1396.67,14.62
5,518.67,641.65,1588.78,1401.27,14.62
5,518.67,642.63,1589.31,1397.74,14.62
5,518.67,641.73,1578,1406.98,14.62
5,518.67,641.86,1582.79,1410.79,14.62
5,518.67,642.43,1583.6,1408.51,14.62
5,518.67,642.35,1589.76,1404.39,14.62
5,518.67,642.68,1588.84,1397.11,14.62
5,518.67,643.07,1586.07,1408.21,14.62
5,518.67,642.21,1586.16,1397.93,14.62
5,518.67,642.43,1591.74,1399.12,14.62
5,518.67,642.28,1589.63,1404.86,14.62
5,518.67,641.32,1585.83,1399.74,14.62
5,518.67,641.98,1587.28,1402.53,14.62
5,518.67,641.52,1578.2,1402.29,14.62
5,518.67,642.24,1584.09,1401.1,14.62
5,518.67,641.67,1583.46,1399.78,14.62
5,518.67,642.33,1584.72,1401.56,14.62
5,518.67,642.83,1585.38,1401.41,14.62
5,518.67,641.74,1588.78,1399.09,14.62
5,518.67,642.36,1585.52,1402.08,14.62
5,518.67,642.4,1587.63,1397.69,14.62
5,518.67,642.35,1580.32,1398.33,14.62
5,518.67,642.31,1592.74,1402,14.62
5,518.67,642.77,1593.16,1407.3,14.62
5,518.67,642.01,1591.29,1400,14.62
5,518.67,642.24,1583.74,1397.13,14.62
5,518.67,642.53,1585.65,1401.78,14.62
5,518.67,641.86,1583.1,1410.38,14.62
5,518.67,642.03,1588.2,1406.3,14.62
5,518.67,641.87,1583.85,1395.92,14.62
5,518.67,642.62,1589.26,1406.59,14.62
5,518.67,642.24,1581.11,1394.88,14.62
5,518.67,642.32,1584.17,1399.99,14.62
5,518.67,642.24,1590.06,1401.26,14.62
5,518.67,642.13,1589.32,1404.11,14.62
5,518.67,641.88,1592.3,1400.2,14.62
5,518.67,642.42,1585.25,1410.83,14.62
5,518.67,642.28,1589.77,1407.02,14.62
5,518.67,642.04,1587.84,1408.28,14.62
5,518.67,642.07,1586.84,1401.45,14.62
5,518.67,642.63,1594.42,1403.54,14.62
5,518.67,642.56,1591.76,1397.82,14.62
5,518.67,642.53,1592.1,1405.58,14.62
5,518.67,642.7,1587.64,1398.78,14.62
5,518.67,642.54,1585.36,1398.88,14.62
5,518.67,642.22,1584.33,1406.51,14.62
5,518.67,642.61,1584.53,1404.83,14.62
5,518.67,642.8,1590.51,1406.09,14.62
5,518.67,642.41,1585.41,1405.3,14.62
5,518.67,642.05,1581.11,1409.15,14.62
5,518.67,642.61,1578.99,1399.72,14.62
5,518.67,642.28,1585,1405.4,14.62
5,518.67,642.07,1591.64,1407.55,14.62
5,518.67,642.25,1587.02,1406.02,14.62
5,518.67,642.32,1593.2,1404.8,14.62
5,518.67,642.19,1584.35,1400.44,14.62
5,518.67,642.66,1585.57,1404.91,14.62
5,518.67,642.93,1589.16,1401.28,14.62
5,518.67,642.13,1585.09,1406.41,14.62
5,518.67,641.97,1587,1410.72,14.62
5,518.67,642.35,1587.85,1414.51,14.62
5,518.67,642.56,1590.2,1405.85,14.62
5,518.67,642.49,1589.31,1409.3,14.62
5,518.67,641.84,1589.4,1403.46,14.62
5,518.67,642.99,1586.12,1401.97,14.62
5,518.67,642.91,1587.14,1406.65,14.62
5,518.67,643.18,1582.91,1411.05,14.62
5,518.67,641.95,1592.58,1405.86,14.62
5,518.67,642.4,1580.79,1401.97,14.62
5,518.67,643.06,1589.78,1408.25,14.62
5,518.67,642.55,1589.42,1414.49,14.62
5,518.67,642.47,1592.41,1405.27,14.62
5,518.67,642.4,1590.34,1421.88,14.62
5,518.67,642.36,1596.19,1412.29,14.62
5,518.67,642.43,1590.01,1403.3,14.62
5,518.67,642.75,1591.13,1409.6,14.62
5,518.67,642.77,1595.73,1399.32,14.62
5,518.67,642.45,1585.8,1404.94,14.62
5,518.67,642.26,1589.08,1407.48,14.62
5,518.67,642.63,1592.03,1418.05,14.62
5,518.67,643.22,1589.02,1406.81,14.62
5,518.67,642.67,1595.31,1414.63,14.62
5,518.67,642.58,1584.22,1402.8,14.62
5,518.67,642.6,1589.26,1412.15,14.62
5,518.67,642.59,1585.09,1418.64,14.62
5,518.67,643.29,1598.96,1410.31,14.62
5,518.67,642.75,1588.4,1407.83,14.62
5,518.67,643.25,1601.16,1414.9,14.62
5,518.67,642.81,1593.96,1410.44,14.62
5,518.67,643.46,1588.53,1407.63,14.62
5,518.67,642.61,1592.49,1411.76,14.62
5,518.67,642.41,1590.22,1415.59,14.62
5,518.67,643.25,1598.9,1414.35,14.62
5,518.67,642.33,1597.02,1419.51,14.62
5,518.67,642.69,1590.44,1411.58,14.62
5,518.67,643.14,1593.78,1412.19,14.62
5,518.67,642.85,1591.7,1410.72,14.62
5,518.67,642.63,1591.54,1412.16,14.62
5,518.67,642.84,1599.89,1411.56,14.62
5,518.67,642.6,1593.52,1413.57,14.62
5,518.67,642.33,1598.78,1414.61,14.62
5,518.67,642.94,1594.2,1409.75,14.62
5,518.67,642.92,1592.04,1420.41,14.62
5,518.67,642.71,1595.56,1410.58,14.62
5,518.67,642.72,1597.53,1409.96,14.62
5,518.67,642.73,1595.91,1416.9,14.62
5,518.67,643.36,1599.17,1410.49,14.62
5,518.67,643.4,1595.61,1422.13,14.62
5,518.67,642.73,1585.5,1418.89,14.62
5,518.67,642.72,1599.3,1412.06,14.62
5,518.67,643.7,1596.32,1410.89,14.62
5,518.67,642.34,1603.24,1414.62,14.62
5,518.67,643.17,1597.63,1414.36,14.62
5,518.67,643.25,1593.6,1413.45,14.62
5,518.67,643.68,1589.94,1416.89,14.62
5,518.67,643.14,1595.09,1420.25,14.62
5,518.67,643.05,1601.15,1418.73,14.62
5,518.67,643.41,1587.88,1420.74,14.62
5,518.67,642.99,1592.89,1428.4,14.62
5,518.67,643.07,1603.83,1416.36,14.62
5,518.67,643.25,1599.63,1418.14,14.62
5,518.67,642.95,1591.37,1422.41,14.62
5,518.67,643.13,1599.31,1421.8,14.62
5,518.67,643.49,1600.21,1422.59,14.62
5,518.67,643.4,1601.11,1416.75,14.62
5,518.67,643.45,1594.09,1422.62,14.62
5,518.67,643.56,1597.93,1423.94,14.62
5,518.67,643.14,1596.58,1425.52,14.62
5,518.67,643.59,1599.58,1423.26,14.62
5,518.67,643.71,1598.85,1419.15,14.62
5,518.67,643.59,1602.52,1423.22,14.62
5,518.67,643.3,1591.58,1424.36,14.62
5,518.67,643.46,1594.11,1428.03,14.62
5,518.67,643.66,1602.29,1431.89,14.62
5,518.67,643.22,1604.25,1424.27,14.62
5,518.67,643.44,1596.35,1427.69,14.62
5,518.67,643.78,1608.65,1420.14,14.62
5,518.67,643.25,1607.39,1425.28,14.62
5,518.67,643.27,1600.6,1421.13,14.62
5,518.67,643.56,1601.82,1424.81,14.62
5,518.67,643.95,1608.2,1421.15,14.62
5,518.67,643.77,1606.55,1425.39,14.62
5,518.67,643.8,1605.53,1424.57,14.62
5,518.67,643.38,1609.33,1434.4,14.62
5,518.67,643.73,1609.41,1430.25,14.62
5,518.67,644.02,1608.65,1434.59,14.62
5,518.67,643.46,1597.28,1430.74,14.62
