UNIT_NUMBER,S1,S2,S3,S4,S5
4,518.67,642.69,1588.08,1407.72,14.62
4,518.67,642.45,1587.6,1410.95,14.62
4,518.67,642.68,1591.76,1403.8,14.62
4,518.67,642.8,1590.85,1407.01,14.62
4,518.67,642.9,1583.9,1402.56,14.62
4,518.67,642.21,1592.37,1395.74,14.62
4,518.67,642.44,1587.83,1408.43,14.62
4,518.67,642.74,1588.44,1409.93,14.62
4,518.67,642.42,1590.37,1403.68,14.62
4,518.67,642.63,1585.71,1410.7,14.62
4,518.67,642.69,1584.72,1408.21,14.62
4,518.67,642.35,1588.43,1409.32,14.62
4,518.67,642.6,1588.1,1407.74,14.62
4,518.67,642.42,1593.17,1400.47,14.62
4,518.67,641.86,1588.78,1405.44,14.62
4,518.67,642.77,1588.91,1398.16,14.62
4,518.67,642.66,1587.09,1408.49,14.62
4,518.67,642.14,1592.26,1407.47,14.62
4,518.67,642.98,1588.2,1405.22,14.62
4,518.67,642.26,1582.27,1408.32,14.62
4,518.67,642.66,1582.04,1404.73,14.62
4,518.67,642.13,1588.16,1406.59,14.62
4,518.67,642.91,1589.92,1403.9,14.62
4,518.67,642.29,1579.9,1399.07,14.62
4,518.67,642.21,1591.36,1407.58,14.62
4,518.67,642.7,1587.37,1406.05,14.62
4,518.67,642.68,1584.7,1398.74,14.62
4,518.67,641.97,1578.65,1394.77,14.62
4,518.67,643.32,1586.92,1408.45,14.62
4,518.67,642.79,1589.6,1404.18,14.62
4,518.67,642.41,1590.17,1403.99,14.62
4,518.67,642.24,1588.28,1398.67,14.62
4,518.67,642.5,1588.54,1406.69,14.62
4,518.67,642.48,1586.25,1398.8,14.62
4,518.67,642.18,1578.8,1406.96,14.62
4,518.67,642.95,1586.68,1411.12,14.62
4,518.67,643.06,1583.61,1403.34,14.62
4,518.67,642.79,1592.78,1405.64,14.62
4,518.67,642.67,1588.11,1406.26,14.62
4,518.67,642.29,1590.1,1412.21,14.62
4,518.67,642.5,1593.07,1400.79,14.62
4,518.67,642.83,1596.05,1400.74,14.62
4,518.67,642.27,1593.03,1403.56,14.62
4,518.67,642.48,1587.15,1406.58,14.62
4,518.67,642.24,1588.91,1402.75,14.62
4,518.67,642.55,1585.56,1400.45,14.62
4,518.67,642.13,1585.18,1412.75,14.62
4,518.67,642.89,1586.34,1407.61,14.62
4,518.67,642.47,1581.85,1401.8,14.62
4,518.67,642.16,1584.52,1405.22,14.62
4,518.67,642.15,1597.05,1400.11,14.62
4,518.67,642.41,1592.69,1416.04,14.62
4,518.67,642.5,1585.29,1404.61,14.62
4,518.67,643.11,1584.82,1399.39,14.62
4,518.67,642.57,1587.97,1409.77,14.62
4,518.67,642.97,1588,1409.2,14.62
4,518.67,642.45,1595.31,1404.31,14.62
4,518.67,642.81,1587.57,1411.87,14.62
4,518.67,642.13,1590.46,1405.88,14.62
4,518.67,642.58,1598.61,1403.36,14.62
4,518.67,643.12,1594.36,1405.56,14.62
4,518.67,642.56,1586.4,1411.81,14.62
4,518.67,642.64,1587.87,1400.87,14.62
4,518.67,642.59,1580.17,1404.02,14.62
4,518.67,642.56,1592.43,1405.07,14.62
4,518.67,641.87,1591.59,1410.29,14.62
4,518.67,642.77,1592.21,1417.91,14.62
4,518.67,642.3,1589.44,1403.6,14.62
4,518.67,642.28,1593.61,1406.21,14.62
4,518.67,642.81,1593.8,1399.75,14.62
4,518.67,642.41,1591.45,1409.15,14.62
4,518.67,642.95,1592.11,1412.36,14.62
4,518.67,642.82,1590.54,1413.59,14.62
4,518.67,642.8,1586.98,1406.54,14.62
4,518.67,642.88,1588.88,1410.65,14.62
4,518.67,642.35,1585.35,1408.59,14.62
4,518.67,642.62,1589.11,1403.15,14.62
4,518.67,642.51,1590.51,1411.62,14.62
4,518.67,642.43,1589.98,1410.55,14.62
4,518.67,642.78,1586.02,1408.52,14.62
4,518.67,642.15,1595.19,1409.14,14.62
4,518.67,642.74,1586.75,1406.34,14.62
4,518.67,642.6,1588.23,1411.01,14.62
4,518.67,643.07,1594.62,1405.43,14.62
4,518.67,642.72,1595.94,1417.08,14.62
4,518.67,642.82,1590.96,1411.57,14.62
4,518.67,643.09,1593.59,1418.28,14.62
4,518.67,642.58,1595.24,1414.42,14.62
4,518.67,642.46,1598.82,1407.68,14.62
4,518.67,643.25,1594.25,1410.11,14.62
4,518.67,642.68,1588.06,1415.81,14.62
4,518.67,643.02,1589.96,1410.75,14.62
4,518.67,642.87,1596.48,1407.58,14.62
4,518.67,643.05,1591.94,1406.1,14.62
4,518.67,642.54,1594.01,1414.19,14.62
4,518.67,642.8,1597.71,1413.68,14.62
4,518.67,643,1593.74,1420.79,14.62
4,518.67,642.82,1590.08,1417.62,14.62
4,518.67,643.24,1597.66,1412.93,14.62
4,518.67,643.02,1590.53,1413.51,14.62
4,518.67,642.91,1589.2,1419.09,14.62
4,518.67,643.32,1596.69,1417.32,14.62
4,518.67,643.2,1588.21,1411.81,14.62
4,518.67,643.38,1598.42,1413.9,14.62
4,518.67,642.83,1595.07,1410.18,14.62
4,518.67,642.97,1596.98,1410.22,14.62
4,518.67,642.86,1594.46,1416.01,14.62
4,518.67,643.25,1592.7,1419.62,14.62
4,518.67,643.6,1595.73,1412.94,14.62
4,518.67,643.69,1594.79,1416.71,14.62
4,518.67,643.28,1597.1,1417.89,14.62
4,518.67,642.87,1598.3,1422.56,14.62
4,518.67,643.09,1600.79,1423.58,14.62
4,518.67,643.17,1598.28,1419.52,14.62
4,518.67,643.36,1601.11,1427.72,14.62
4,518.67,643.15,1603.1,1424.69,14.62
4,518.67,643.38,1606.48,1431.78,14.62
4,518.67,643.6,1604.11,1424.1,14.62
4,518.67,643.58,1610.29,1425.23,14.62
4,518.67,643.34,1597.16,1413.99,14.62
4,518.67,643.42,1603.95,1429.48,14.62
4,518.67,644.5,1602.97,1426.55,14.62
4,518.67,643.44,1608.22,1426.27,14.62
4,518.67,643.27,1607.57,1429.22,14.62
4,518.67,643.45,1608.24,1427.17,14.62
4,518.67,643.69,1603.04,1422.74,14.62
4,518.67,643.48,1602.23,1434.12,14.62
4,518.67,644.53,1612.11,1432.55,14.62
